HoHID,HHType,QualifyingExitHHID,LastInactive,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHVet,HHChronic,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID,Step
"C13134",1,"NXS12714362HH1",2023-12-11,-2,5,2,423,265,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13140",1,"NXS11611373HH1",2023-09-24,-2,1,2,207,-1,0,1,1,1,56,25,0,0,1,608011156,"7.12.4"
"C13152",1,"NXS14711982HH1",2023-10-18,-2,1,2,99,-1,1,1,1,0,5,55,0,0,1,608011156,"7.12.4"
"C13161",1,"NXS11211671HH1",2023-10-07,-2,1,2,422,-1,0,0,1,1,5,25,0,0,1,608011156,"7.12.4"
"C13164",1,"NXS12712127HH1",2023-10-12,-2,5,2,101,20,0,4,0,0,3,25,0,0,1,608011156,"7.12.4"
"C13167",1,"NXS11415371HH1",2024-04-30,-2,1,2,313,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C13173",1,"NXS10615730HH1",2024-06-20,-2,1,2,420,357,0,0,1,2,3,25,0,0,1,608011156,"7.12.4"
"C13185",1,"NXS11310946HH1",2023-08-25,-2,1,2,312,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C13215",2,"NXS10313894HH2",2023-12-27,-2,1,2,422,-1,0,0,0,2,3,24,1,0,1,608011156,"7.12.4"
"C13230",1,"RRH13210366HH1",2023-05-14,-2,1,5,410,419,0,4,0,0,5,25,0,0,4,608011156,"7.12.4"
"C13233",2,"RRH12110630HH5",2023-07-21,-2,1,5,410,-1,0,9,1,2,5,25,1,1,4,608011156,"7.12.4"
"C13257",1,"RRH13210190HH1",2023-02-12,-2,1,5,410,23,0,1,1,2,3,25,0,0,4,608011156,"7.12.4"
"C13263",1,"NXS11312271HH1",2023-08-30,-2,5,2,101,74,0,1,1,0,56,25,0,0,1,608011156,"7.12.4"
"C13266",1,"TRN11816351HH1",2024-08-26,-2,1,3,313,-1,1,0,0,0,146,25,0,0,2,608011156,"7.12.4"
"C13290",1,"NXS12712442HH1",2023-10-17,-2,5,2,116,342,0,4,0,0,5,55,0,0,1,608011156,"7.12.4"
"C13302",1,"RRH12612597HH1",2023-10-19,-2,5,5,419,-1,1,9,1,0,5,55,0,0,7,608011156,"7.12.4"
"C13305",1,"RRH12115504HH2",2024-05-18,-2,1,7,99,268,0,1,1,0,3,25,0,0,4,608011156,"7.12.4"
"C13308",2,"NBN10515984HH2",2024-07-20,-2,1,2,99,-1,0,0,1,2,3,25,1,0,1,608011156,"7.12.4"
"C13311",1,"NXS10614757HH1",2024-02-10,-2,1,2,206,-1,0,0,1,0,157,25,0,0,1,608011156,"7.12.4"
"C13317",1,"PSH12010026HH1",2019-06-01,-2,1,6,207,-1,1,0,1,0,3,55,0,0,-1,608011156,"7.12.1"
"C13320",1,"NBN10514254HH1",2024-01-11,-2,1,2,99,65,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13335",1,"NXS10611326HH1",2023-09-22,-2,1,2,99,-1,0,4,0,0,234,55,0,0,1,608011156,"7.12.4"
"C13341",2,"NXS10212802HH3",2023-11-17,-2,1,2,312,661,0,0,1,2,5,25,1,0,1,608011156,"7.12.4"
"C13347",2,"NXS10612500HH2",2023-11-07,-2,1,2,206,-1,0,0,1,2,5,18,1,0,1,608011156,"7.12.4"
"C13356",1,"RRH12315530HH1",2024-04-30,-2,5,7,205,94,1,0,1,0,5,25,0,0,7,608011156,"7.12.4"
"C13359",2,"RRH12315409HH4",2024-05-04,-2,1,7,99,-1,1,6,1,0,5,25,1,0,4,608011156,"7.12.4"
"C13401",1,"NXS10312013HH1",2023-10-19,-2,1,2,423,177,0,4,0,0,5,55,0,0,1,608011156,"7.12.4"
"C13407",1,"NXS10312766HH1",2023-11-16,-2,1,2,101,412,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C13410",1,"NBN10514981HH1",2024-03-20,-2,1,2,99,-1,0,1,1,0,3,25,0,0,1,608011156,"7.12.4"
"C13419",1,"NXS11315237HH1",2024-04-15,-2,1,2,313,-1,0,4,0,0,36,25,0,0,1,608011156,"7.12.4"
"C13425",1,"RRH15415386HH1",2024-05-02,-2,3,7,423,536,0,1,1,0,256,25,0,0,4,608011156,"7.12.4"
"C13452",1,"RRH12313911HH1",2023-12-09,-2,5,5,410,-1,1,9,1,0,5,55,0,0,7,608011156,"7.12.4"
"C13479",1,"NXS11013708HH1",2023-12-21,-2,1,2,314,-1,0,0,1,0,1,25,0,0,1,608011156,"7.12.4"
"C13485",1,"NBN10511896HH1",2023-10-15,-2,1,2,99,-1,0,0,1,2,347,55,0,0,1,608011156,"7.12.4"
"C13494",2,"NXS10315390HH3",2024-05-02,-2,1,2,205,-1,0,0,0,2,5,24,1,0,1,608011156,"7.12.4"
"C13497",1,"NBN10512444HH1",2023-11-07,-2,1,2,313,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C13512",1,"NXS14711648HH1",2023-10-07,-2,1,2,99,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13521",1,"RRH15413886HH1",2023-12-27,-2,1,5,207,280,0,1,1,2,367,25,0,0,4,608011156,"7.12.4"
"C13530",1,"NXS10715435HH1",2024-05-09,-2,1,2,99,-1,0,0,0,0,3,24,0,0,1,608011156,"7.12.4"
"C13548",1,"NXS11413906HH1",2023-12-28,-2,1,2,205,76,0,0,1,0,457,25,0,0,1,608011156,"7.12.4"
"C13551",1,"NXS10611324HH1",2023-09-22,-2,1,2,99,-1,0,4,0,0,3,25,0,0,1,608011156,"7.12.4"
"C13554",1,"RRH12110119HH1",2022-10-14,-2,1,5,434,348,0,0,0,0,5,25,0,0,4,608011156,"7.12.4"
"C13560",1,"NXS11413627HH1",2023-12-18,-2,1,2,312,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C13569",1,"NXS11411632HH1",2023-10-06,-2,1,2,101,64,0,0,0,2,3,25,0,0,1,608011156,"7.12.4"
"C13578",1,"NXS11315191HH1",2024-04-12,-2,1,2,313,452,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C13581",1,"NXS10314467HH1",2024-01-19,-2,1,2,434,49,0,1,1,1,5,24,0,0,1,608011156,"7.12.4"
"C13602",2,"NXS10310557HH4",2023-07-13,-2,1,2,314,-1,0,0,1,2,5,25,1,0,1,608011156,"7.12.4"
"C13605",1,"TRN10415344HH1",2024-04-28,-2,1,3,302,-1,0,0,1,0,3,25,0,0,2,608011156,"7.12.4"
"C13608",1,"RRH12310617HH2",2023-07-19,-2,1,5,24,-1,1,1,1,0,5,55,0,0,4,608011156,"7.12.4"
"C13611",2,"RRH12610653HH6",2023-07-23,-2,1,5,410,-1,0,0,0,2,5,25,1,1,4,608011156,"7.12.4"
"C13638",2,"NXS10614313HH3",2024-01-13,-2,1,2,206,-1,0,1,1,1,5,25,1,0,1,608011156,"7.12.4"
"C13653",1,"RRH13214145HH1",2024-01-06,-2,1,5,423,199,0,1,1,2,7,55,0,0,4,608011156,"7.12.4"
"C13662",1,"NXS11414423HH1",2024-01-17,-2,1,2,410,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13683",2,"RRH12110310HH6",2023-04-19,-2,1,5,312,-1,0,0,0,1,15,25,1,1,4,608011156,"7.12.4"
"C13698",1,"RRH12310358HH1",2023-05-12,-2,1,5,410,291,1,0,1,0,5,55,0,0,4,608011156,"7.12.4"
"C13725",1,"NXS12713858HH1",2023-12-15,-2,5,2,431,56,0,1,1,2,56,55,0,0,1,608011156,"7.12.4"
"C13749",1,"RRH12114962HH1",2024-03-16,-2,1,5,410,-1,0,0,0,2,5,25,0,0,4,608011156,"7.12.4"
"C13782",1,"RRH13210592HH1",2023-07-15,-2,1,5,410,165,0,9,1,2,3,25,0,0,4,608011156,"7.12.4"
"C13791",1,"NXS12910252HH1",2023-03-29,-2,1,2,411,-1,0,9,1,0,3,25,0,0,1,608011156,"7.12.4"
"C13797",2,"RRH12110183HH5",2023-02-08,-2,1,5,410,-1,0,4,0,0,3,25,1,1,4,608011156,"7.12.4"
"C13809",2,"NXS11216093HH5",2024-07-29,-2,1,2,99,-1,0,0,0,0,15,25,1,1,1,608011156,"7.12.4"
"C13821",1,"NXS11411776HH1",2023-10-11,-2,1,2,312,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13836",1,"NXS14711545HH1",2023-10-03,-2,1,2,116,-1,0,1,1,0,13,55,0,0,1,608011156,"7.12.4"
"C13845",1,"NBN10514828HH1",2024-02-23,-2,1,2,99,-1,0,0,0,0,37,25,0,0,1,608011156,"7.12.4"
"C13851",1,"NXS10615950HH1",2024-07-16,-2,1,2,313,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13857",1,"NXS12714089HH1",2024-01-04,-2,1,2,101,398,1,0,0,0,15,55,0,0,1,608011156,"7.12.4"
"C13863",1,"NXS11414664HH1",2024-01-29,-2,1,2,422,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13878",1,"NXS11613958HH1",2023-12-30,-2,1,2,312,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13890",1,"NXS11415368HH1",2024-04-30,-2,1,2,431,-1,0,0,0,2,47,25,0,0,1,608011156,"7.12.4"
"C13899",1,"NBN10514926HH1",2024-03-13,-2,1,2,99,442,0,0,0,0,56,25,0,0,1,608011156,"7.12.4"
"C13911",2,"NXS11413407HH3",2023-12-10,-2,1,2,410,-1,0,0,0,2,5,25,1,0,1,608011156,"7.12.4"
"C13932",1,"NXS14713358HH1",2023-12-08,-2,1,2,99,271,0,1,1,0,3,55,0,0,1,608011156,"7.12.4"
"C13935",1,"NXS11010771HH1",2023-08-04,-2,1,2,422,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C13941",3,"NXS11412873HH1",2023-11-19,-2,1,2,312,-1,0,0,1,0,3,-1,0,0,1,608011156,"7.12.4"
"C13947",2,"NBN10513060HH5",2023-11-28,-2,1,2,99,-1,0,0,1,0,3,25,1,1,1,608011156,"7.12.4"
"C13959",1,"RRH12310356HH1",2023-05-11,-2,1,5,410,-1,1,0,1,0,3,25,0,0,4,608011156,"7.12.4"
"C13962",1,"NXS11411757HH1",2023-10-11,-2,1,2,101,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C13965",1,"RRH13210438HH1",2023-06-14,-2,1,5,410,-1,0,4,0,0,3,25,0,0,4,608011156,"7.12.4"
"C13968",1,"RRH12110815HH1",2023-08-09,-2,1,7,101,-1,0,0,0,0,5,25,0,0,4,608011156,"7.12.4"
"C13971",1,"RRH12310497HH1",2023-06-29,-2,1,5,410,-1,1,1,1,0,123,55,0,0,4,608011156,"7.12.4"
"C13980",1,"NXS11413184HH1",2023-12-02,-2,1,2,101,-1,0,0,1,0,124,55,0,0,1,608011156,"7.12.4"
"C13983",1,"RRH12110522HH1",2023-07-06,-2,1,7,99,-1,0,0,1,0,5,25,0,0,4,608011156,"7.12.4"
"C13986",1,"NBN10515280HH1",2024-04-21,-2,1,2,99,55,0,1,1,0,3,55,0,0,1,608011156,"7.12.4"
"C13992",1,"NXS10710990HH1",2023-08-30,-2,1,2,98,-1,0,0,1,2,5,55,0,0,1,608011156,"7.12.4"
"C13998",1,"TRN10412001HH1",2023-10-18,-2,1,3,98,-1,0,0,1,0,5,55,0,0,2,608011156,"7.12.4"
"C14007",1,"NBN10512631HH1",2023-11-11,-2,3,2,99,633,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C14010",1,"NXS11314890HH1",2024-03-09,-2,1,2,312,-1,0,0,1,1,126,55,0,0,1,608011156,"7.12.4"
"C14022",1,"NXS11411564HH1",2023-10-04,-2,1,2,314,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C14025",1,"NXS11315252HH1",2024-04-18,-2,4,2,116,107,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14034",2,"RRH13210343HH3",2023-05-06,-2,1,5,410,53,0,0,1,1,134,24,1,0,4,608011156,"7.12.4"
"C14040",1,"NBN10513685HH1",2023-12-21,-2,1,2,99,-1,0,0,0,0,56,25,0,0,1,608011156,"7.12.4"
"C14058",1,"NXS11410849HH1",2023-08-13,-2,1,2,101,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C14070",1,"NXS11415758HH1",2024-06-24,-2,1,2,99,-1,0,0,0,0,3,55,0,0,1,608011156,"7.12.4"
"C14073",1,"NXS10811766HH1",2023-10-11,-2,1,2,99,-1,1,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14097",1,"NXS11415122HH1",2024-04-05,-2,1,2,410,601,0,4,0,0,3,25,0,0,1,608011156,"7.12.4"
"C14103",1,"NXS10314478HH1",2024-01-20,-2,1,2,410,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C14109",1,"NXS11411897HH1",2023-10-15,-2,1,2,101,100,0,0,1,0,146,25,0,0,1,608011156,"7.12.4"
"C14130",1,"NXS12914347HH1",2024-01-13,-2,1,2,410,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14139",1,"RRH12315413HH1",2024-05-04,-2,5,7,99,182,1,1,1,0,157,55,0,0,4,608011156,"7.12.4"
"C14148",2,"RRH12114065HH4",2024-01-04,-2,1,5,420,-1,0,0,1,2,5,25,1,1,4,608011156,"7.12.4"
"C14160",1,"NXS11415456HH1",2024-05-11,-2,1,2,99,90,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14175",1,"NXS10314471HH1",2024-01-19,-2,1,2,420,-1,0,0,1,1,5,25,0,0,1,608011156,"7.12.4"
"C14187",2,"NXS10315314HH3",2024-04-25,-2,1,2,423,-1,0,0,0,1,236,25,1,0,1,608011156,"7.12.4"
"C14217",1,"NXS12910227HH1",2023-03-06,-2,1,2,98,-1,0,5,1,0,5,55,0,0,1,608011156,"7.12.4"
"C14220",1,"NXS10811329HH1",2023-09-22,-2,1,2,98,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14226",1,"NXS11414837HH1",2024-02-25,-2,1,2,116,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C14283",1,"RRH14310695HH1",2023-07-28,-2,1,5,410,-1,0,1,1,0,5,25,0,0,4,608011156,"7.12.4"
"C14286",2,"RRH12410682HH7",2023-07-27,-2,1,5,410,-1,1,1,1,2,5,25,1,1,4,608011156,"7.12.4"
"C14295",1,"NXS10611586HH1",2023-10-05,-2,1,2,101,445,0,0,1,0,345,25,0,0,1,608011156,"7.12.4"
"C14346",1,"NXS11416257HH1",2024-08-17,-2,1,2,99,511,0,1,1,0,357,25,0,0,1,608011156,"7.12.4"
"C14352",1,"NXS11612389HH1",2023-11-03,-2,1,2,312,-1,0,1,1,2,5,25,0,0,1,608011156,"7.12.4"
"C14355",1,"NXS14713426HH1",2023-12-10,-2,1,2,99,-1,0,0,0,0,367,25,0,0,1,608011156,"7.12.4"
"C14361",1,"NXS10812865HH1",2023-11-18,-2,1,2,423,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14382",1,"NXS11411124HH1",2023-09-07,-2,1,2,313,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C14391",1,"RRH13210430HH2",2023-06-09,-2,1,5,422,44,0,1,1,2,5,25,0,0,5,608011156,"7.12.4"
"C14397",1,"NXS11413884HH1",2023-12-27,-2,1,2,313,359,0,0,1,0,467,25,0,0,1,608011156,"7.12.4"
"C14403",1,"RRH13310761HH1",2023-08-03,-2,1,5,410,-1,1,9,1,0,5,25,0,0,4,608011156,"7.12.4"
"C14412",1,"NXS11414348HH1",2024-01-13,-2,1,2,313,-1,0,0,1,2,567,25,0,0,1,608011156,"7.12.4"
"C14430",2,"NXS10315375HH6",2024-04-30,-2,1,2,423,-1,0,0,0,1,3,25,1,1,1,608011156,"7.12.4"
"C14454",1,"NXS11314904HH1",2024-03-11,-2,1,2,410,-1,0,0,0,1,3,25,0,0,1,608011156,"7.12.4"
"C14478",1,"RRH13210169HH1",2023-01-26,-2,1,5,410,36,0,9,1,0,3,25,0,0,4,608011156,"7.12.4"
"C14502",2,"NXS10212451HH4",2023-11-05,-2,1,2,422,-1,0,0,1,1,5,25,1,1,1,608011156,"7.12.4"
"C14508",1,"RRH13214673HH1",2024-01-31,-2,1,5,422,309,0,0,1,1,3,24,0,0,4,608011156,"7.12.4"
"C14535",1,"NXS11315601HH1",2024-05-27,-2,1,2,313,149,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C14541",1,"NXS11415485HH1",2024-05-17,-2,1,2,99,311,0,1,1,2,15,25,0,0,1,608011156,"7.12.4"
"C14544",1,"NXS12711794HH1",2023-10-12,-2,1,2,313,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C14550",1,"NXS12712380HH1",2023-11-02,-2,1,2,313,-1,0,1,1,0,3,55,0,0,1,608011156,"7.12.4"
"C14580",1,"NXS10613558HH1",2023-12-15,-2,1,2,98,566,0,4,0,0,3,25,0,0,1,608011156,"7.12.4"
"C14586",1,"TRN14616138HH1",2024-07-28,-2,5,3,419,-1,1,9,1,0,5,55,0,0,3,608011156,"7.12.4"
"C14589",1,"TRN10415162HH1",2024-04-07,-2,1,3,420,-1,0,0,1,0,1,25,0,0,2,608011156,"7.12.4"
"C14628",1,"NXS11614369HH1",2024-01-15,-2,1,2,312,308,0,0,0,0,3,24,0,0,1,608011156,"7.12.4"
"C14643",1,"NXS10614305HH1",2024-01-12,-2,1,2,410,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C14646",1,"NXS12910831HH1",2023-08-11,-2,1,2,99,639,0,1,1,0,5,55,0,0,1,608011156,"7.12.4"
"C14664",1,"NXS10616177HH1",2024-08-06,-2,1,2,312,-1,0,0,1,1,34,55,0,0,1,608011156,"7.12.4"
"C14676",1,"NBN10515325HH1",2024-04-30,-2,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C14679",1,"NXS10815853HH1",2024-07-05,-2,1,2,314,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C14682",1,"NXS10913885HH1",2023-12-27,-2,1,2,422,-1,0,0,1,0,35,25,0,0,1,608011156,"7.12.4"
"C14688",1,"NXS11312284HH1",2023-08-30,-2,5,2,312,72,0,4,0,0,1,25,0,0,1,608011156,"7.12.4"
"C14712",1,"RRH12113290HH1",2023-12-07,-2,1,7,101,-1,0,1,1,0,5,55,0,0,4,608011156,"7.12.4"
"C14733",1,"RRH12115439HH1",2024-05-09,-2,5,7,116,16,0,1,1,0,5,55,0,0,4,608011156,"7.12.4"
"C14736",1,"TRN10411812HH1",2023-10-12,-2,1,3,312,-1,0,0,1,0,5,25,0,0,2,608011156,"7.12.4"
"C14739",1,"NXS11311275HH1",2023-09-17,-2,1,2,302,-1,1,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C14742",1,"NBN10514811HH1",2024-02-17,-2,1,2,99,242,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14754",1,"NXS11114537HH1",2024-01-22,-2,1,2,312,-1,0,0,1,0,15,25,0,0,1,608011156,"7.12.4"
"C14781",1,"NBN10512855HH1",2023-11-18,-2,1,2,99,-1,1,1,1,0,67,25,0,0,1,608011156,"7.12.4"
"C14808",1,"NXS11414838HH1",2024-02-25,-2,1,2,410,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14820",1,"NXS12913630HH1",2023-12-19,-2,1,2,99,-1,0,4,0,0,5,25,0,0,1,608011156,"7.12.4"
"C14823",1,"NXS14711946HH1",2023-10-17,-2,1,2,312,-1,0,9,1,2,5,24,0,0,1,608011156,"7.12.4"
"C14844",2,"RSO15211256HH2",2023-09-15,-2,1,9,420,-1,0,0,0,0,5,25,1,0,12,608011156,"7.12.4"
"C14847",1,"RRH12313679HH1",2023-12-06,-2,5,5,410,588,1,9,1,2,5,25,0,0,7,608011156,"7.12.4"
"C14862",2,"RRH12612742HH8",2023-11-15,-2,1,5,410,-1,0,1,1,1,3,25,1,1,4,608011156,"7.12.4"
"C14874",1,"NBN10514925HH1",2024-03-16,-2,1,2,99,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C14892",1,"NXS13812967HH1",2023-11-23,-2,1,2,423,-1,1,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C14901",1,"RRH12110250HH2",2023-03-26,-2,1,5,410,-1,0,1,1,2,134,25,1,0,4,608011156,"7.12.4"
"C14907",1,"NBN10513752HH1",2023-12-23,-2,1,2,99,-1,0,4,0,0,5,55,0,0,1,608011156,"7.12.4"
"C14913",1,"NXS11311848HH1",2023-10-14,-2,1,2,314,393,0,1,1,0,135,55,0,0,1,608011156,"7.12.4"
"C14919",1,"RRH12312266HH2",2023-10-29,-2,4,5,410,610,1,6,1,2,5,25,0,0,4,608011156,"7.12.4"
"C14928",1,"NBN10514682HH1",2024-02-01,-2,1,2,99,-1,0,1,1,0,136,25,0,0,1,608011156,"7.12.4"
"C14949",1,"TRN11811227HH1",2023-08-25,-2,5,3,419,709,1,1,1,0,56,55,0,0,3,608011156,"7.12.4"
"C14952",1,"RRH13214785HH1",2024-01-01,-2,5,5,410,620,0,1,1,0,3,24,0,0,5,608011156,"7.12.4"
"C14955",1,"NXS12712724HH1",2023-11-14,-2,1,2,207,-1,0,0,0,0,3,55,0,0,1,608011156,"7.12.4"
"C14958",1,"NXS10612836HH1",2023-11-18,-2,1,2,410,659,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C14967",1,"NXS11312382HH1",2023-11-02,-2,1,2,313,-1,0,1,1,0,3,55,0,0,1,608011156,"7.12.4"
"C14973",1,"NXS11215396HH1",2024-05-02,-2,1,2,410,331,0,4,0,1,5,25,0,0,1,608011156,"7.12.4"
"C14988",1,"NXS10313893HH1",2023-12-25,-2,5,2,99,-1,0,4,0,1,15,25,0,0,1,608011156,"7.12.4"
"C14991",1,"RRH13212627HH1",2023-10-21,-2,5,5,410,33,0,0,1,0,3,24,0,0,5,608011156,"7.12.4"
"C15003",1,"NXS11014372HH1",2024-01-15,-2,1,2,420,-1,0,0,0,0,156,55,0,0,1,608011156,"7.12.4"
"C15018",1,"NXS14711792HH1",2023-10-12,-2,1,2,313,-1,0,4,0,0,98,25,0,0,1,608011156,"7.12.4"
"C15021",2,"RRH14910143HH2",2022-12-19,-2,1,5,410,-1,0,0,0,0,3,25,1,0,-1,608011156,"7.12.1"
"C15036",3,"TRN11712146HH1",2023-10-25,-2,1,3,215,-1,0,9,1,0,5,-1,0,0,2,608011156,"7.12.4"
"C15039",1,"TRN11815709HH1",2024-06-15,-2,1,3,419,-1,1,0,1,0,5,25,0,0,2,608011156,"7.12.4"
"C15054",2,"RRH12112823HH3",2023-11-17,-2,1,7,99,-1,0,0,0,0,5,18,1,0,4,608011156,"7.12.4"
"C15057",1,"RRH12314460HH1",2024-01-19,-2,1,5,410,-1,1,0,0,0,3,55,0,0,4,608011156,"7.12.4"
"C15078",1,"RRH12110492HH1",2023-06-28,-2,1,5,410,621,0,0,1,1,5,25,0,0,4,608011156,"7.12.4"
"C15099",1,"NXS11314824HH1",2024-02-21,-2,1,2,314,277,0,0,1,1,5,25,0,0,1,608011156,"7.12.4"
"C15114",1,"RRH13210546HH1",2023-07-12,-2,1,5,410,-1,0,0,1,2,3,25,0,0,4,608011156,"7.12.4"
"C15132",1,"RRH13214623HH1",2024-01-26,-2,1,5,410,-1,0,9,1,2,5,55,0,0,4,608011156,"7.12.4"
"C15135",1,"NXS12714248HH1",2024-01-11,-2,1,2,116,255,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C15141",1,"RRH12313593HH1",2023-12-16,-2,1,5,410,-1,1,9,1,2,256,25,0,0,4,608011156,"7.12.4"
"C15150",1,"NBN10514861HH1",2023-11-10,-2,5,2,99,49,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C15156",1,"NBN10511226HH1",2023-09-13,-2,3,2,99,20,1,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C15171",1,"RRH12110387HH2",2023-05-25,-2,1,7,312,-1,0,0,0,0,267,25,0,0,4,608011156,"7.12.4"
"C15174",1,"RRH13210454HH1",2023-06-21,-2,1,5,410,-1,0,0,0,2,5,18,0,0,4,608011156,"7.12.4"
"C15177",1,"NXS10615869HH1",2024-07-06,-2,1,2,420,359,0,4,0,0,3,25,0,0,1,608011156,"7.12.4"
"C15204",1,"RRH12310618HH1",2023-07-19,-2,1,5,410,614,1,0,1,0,5,25,0,0,4,608011156,"7.12.4"
"C15207",1,"NXS12713534HH1",2023-12-15,-2,1,2,423,-1,0,9,1,0,5,25,0,0,1,608011156,"7.12.4"
"C15210",1,"RRH14010278HH1",2023-04-13,-2,1,5,410,559,0,0,1,0,5,55,0,0,4,608011156,"7.12.4"
"C15213",1,"NXS11315163HH1",2024-04-07,-2,1,2,410,428,0,0,1,1,347,25,0,0,1,608011156,"7.12.4"
"C15219",1,"NXS10711504HH1",2023-10-01,-2,1,2,99,-1,0,0,1,2,5,24,0,0,1,608011156,"7.12.4"
"C15231",1,"NXS11315343HH1",2024-04-28,-2,1,2,313,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C15234",1,"RRH13310244HH1",2023-03-16,-2,1,5,410,-1,0,0,1,0,5,25,0,0,-1,608011156,"7.12.1"
"C15240",1,"NXS12711615HH1",2023-10-05,-2,1,2,410,-1,0,0,1,1,15,25,0,0,1,608011156,"7.12.4"
"C15246",1,"RRH12314819HH1",2024-02-21,-2,1,5,99,251,1,1,1,0,357,55,0,0,6,608011156,"7.12.4"
"C15252",1,"NXS10615738HH1",2024-06-21,-2,1,2,99,-1,1,1,1,0,5,55,0,0,1,608011156,"7.12.4"
"C15255",1,"RRH14010434HH1",2023-06-11,-2,1,5,440,-1,0,0,1,1,3,25,0,0,-1,608011156,"7.12.1"
"C15258",1,"RRH14014783HH1",2024-02-14,-2,1,5,410,-1,0,0,1,0,3,25,0,0,4,608011156,"7.12.4"
"C15261",1,"NXS10611280HH1",2023-09-17,-2,1,2,312,-1,0,0,0,1,367,24,0,0,1,608011156,"7.12.4"
"C15264",1,"NXS11612715HH1",2023-11-14,-2,1,2,314,-1,0,0,0,2,5,55,0,0,1,608011156,"7.12.4"
"C15267",2,"NXS10215203HH4",2024-04-13,-2,1,2,410,-1,0,0,0,2,3,25,1,0,1,608011156,"7.12.4"
"C15276",2,"NXS10716247HH2",2024-08-16,-2,1,2,314,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.4"
"C15279",1,"NXS10215219HH2",2024-04-14,-2,1,2,313,-1,0,0,0,2,5,25,1,0,1,608011156,"7.12.4"
"C15288",1,"NXS12711779HH1",2023-10-11,-2,1,2,206,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C15297",2,"RRH12412257HH4",2023-10-28,-2,1,5,410,-1,1,0,1,0,35,25,1,0,4,608011156,"7.12.4"
"C15315",1,"NBN10512061HH1",2023-10-22,-2,1,2,207,-1,0,0,1,0,35,18,0,0,1,608011156,"7.12.4"
"C15318",1,"NXS11314508HH1",2024-01-21,-2,1,2,116,218,0,4,0,0,1,55,0,0,1,608011156,"7.12.4"
"C15330",1,"NXS11115755HH1",2024-06-24,-2,1,2,98,-1,0,1,1,0,15,25,0,0,1,608011156,"7.12.4"
"C15333",1,"NXS10816519HH1",2024-09-10,-2,1,2,99,-1,0,0,0,0,2,55,0,0,1,608011156,"7.12.4"
