PersonalID,episodeStart,episodeEnd,episodeDays,Step
"C13233",2023-06-29,2023-08-11,44,"7.7.2"
"C13260",2024-05-04,2024-08-16,105,"7.7.2"
"C13260",2025-06-04,2025-08-10,68,"7.7.2"
"C13284",2022-09-10,2025-09-08,1095,"7.7.2"
"C13290",2020-11-26,2025-10-16,1786,"7.7.2"
"C13296",2024-08-02,2024-09-26,56,"7.7.2"
"C13299",2023-10-04,2026-03-03,882,"7.7.2"
"C13302",2023-09-04,2023-12-03,91,"7.7.2"
"C13308",2024-06-05,2024-07-27,53,"7.7.2"
"C13311",2024-02-11,2024-03-16,35,"7.7.2"
"C13320",2024-01-12,2024-04-07,87,"7.7.2"
"C13320",2024-02-03,2024-04-07,65,"7.7.2"
"C13338",2025-12-22,2026-01-31,41,"7.7.2"
"C13341",2023-11-18,2023-12-21,34,"7.7.2"
"C13341",2025-10-12,2025-11-23,43,"7.7.2"
"C13347",2023-11-08,2023-12-04,27,"7.7.2"
"C13356",2024-04-29,2024-12-13,229,"7.7.2"
"C13359",2023-10-22,2024-08-14,298,"7.7.2"
"C13365",2023-10-22,2024-08-14,298,"7.7.2"
"C13368",2023-10-22,2024-08-14,298,"7.7.2"
"C13374",2025-05-03,2025-09-19,140,"7.7.2"
"C13377",2025-05-03,2025-09-19,140,"7.7.2"
"C13380",2025-05-03,2025-09-19,140,"7.7.2"
"C13386",2025-12-04,2025-12-19,16,"7.7.2"
"C13392",2025-05-23,2026-02-24,278,"7.7.2"
"C13398",2025-05-04,2025-08-27,116,"7.7.2"
"C13401",2020-12-10,2025-06-11,1645,"7.7.2"
"C13407",2023-11-17,2024-01-01,46,"7.7.2"
"C13407",2024-08-24,2025-05-21,271,"7.7.2"
"C13413",2025-10-16,2025-11-02,18,"7.7.2"
"C13416",2025-03-18,2026-03-25,373,"7.7.2"
"C13419",2021-05-13,2024-05-11,1095,"7.7.2"
"C13425",2023-06-04,2024-09-04,459,"7.7.2"
"C13425",2026-02-23,2026-03-20,26,"7.7.2"
"C13434",2024-08-24,2025-06-05,286,"7.7.2"
"C13443",2024-10-11,2025-02-05,118,"7.7.2"
"C13449",2024-05-31,2024-08-02,64,"7.7.2"
"C13452",2023-12-04,2024-01-21,49,"7.7.2"
"C13464",2023-08-26,2023-09-07,13,"7.7.2"
"C13464",2024-09-19,2024-12-07,80,"7.7.2"
"C13467",2025-12-06,2025-12-28,23,"7.7.2"
"C13470",2025-08-14,2025-09-01,19,"7.7.2"
"C13476",2024-12-03,2025-04-28,147,"7.7.2"
"C13479",2023-12-21,2024-01-12,23,"7.7.2"
"C13485",2023-07-29,2023-12-21,146,"7.7.2"
"C13488",2025-07-27,2025-08-15,20,"7.7.2"
"C13491",2025-05-29,2025-07-17,50,"7.7.2"
"C13494",2024-05-03,2024-05-17,15,"7.7.2"
"C13497",2023-09-14,2023-11-08,56,"7.7.2"
"C13503",2026-02-02,2026-03-14,41,"7.7.2"
"C13521",2021-08-03,2024-03-25,966,"7.7.2"
"C13521",2024-12-06,2025-08-26,264,"7.7.2"
"C13527",2024-10-18,2024-11-20,34,"7.7.2"
"C13530",2024-05-10,2024-07-05,57,"7.7.2"
"C13533",2024-10-19,2025-04-28,192,"7.7.2"
"C13533",2025-06-20,2025-09-02,75,"7.7.2"
"C13536",2025-07-09,2025-09-20,74,"7.7.2"
"C13539",2025-04-22,2025-06-07,47,"7.7.2"
"C13542",2025-10-02,2025-10-19,18,"7.7.2"
"C13548",2023-11-04,2024-02-18,107,"7.7.2"
"C13551",2021-11-10,2023-11-10,731,"7.7.2"
"C13554",2022-09-13,2023-07-07,298,"7.7.2"
"C13554",2025-01-17,2025-04-23,97,"7.7.2"
"C13560",2023-12-14,2024-01-11,29,"7.7.2"
"C13569",2023-10-04,2023-11-22,50,"7.7.2"
"C13572",2024-07-17,2024-10-19,95,"7.7.2"
"C13578",2024-02-15,2024-05-07,83,"7.7.2"
"C13578",2025-02-03,2025-10-22,262,"7.7.2"
"C13581",2023-12-30,2024-02-14,47,"7.7.2"
"C13581",2024-04-04,2024-04-30,27,"7.7.2"
"C13581",2024-11-29,2026-01-24,422,"7.7.2"
"C13584",2024-09-03,2024-10-16,44,"7.7.2"
"C13587",2024-09-15,2024-10-16,32,"7.7.2"
"C13596",2024-04-01,2024-06-04,65,"7.7.2"
"C13599",2025-06-26,2025-07-20,25,"7.7.2"
"C13602",2023-06-30,2024-01-01,186,"7.7.2"
"C13611",2023-07-05,2023-09-03,61,"7.7.2"
"C13629",2024-03-11,2024-04-26,47,"7.7.2"
"C13635",2025-04-13,2025-05-29,47,"7.7.2"
"C13638",2023-01-03,2024-01-30,393,"7.7.2"
"C13659",2024-04-05,2024-07-21,108,"7.7.2"
"C13662",2023-02-02,2024-04-21,445,"7.7.2"
"C13668",2025-04-01,2025-05-12,42,"7.7.2"
"C13677",2025-11-14,2026-01-27,75,"7.7.2"
"C13680",2025-01-27,2025-02-08,13,"7.7.2"
"C13683",2023-03-06,2023-06-15,102,"7.7.2"
"C13698",2023-02-19,2023-07-29,161,"7.7.2"
"C13698",2024-10-27,2024-12-18,53,"7.7.2"
"C13698",2025-03-04,2025-12-02,274,"7.7.2"
"C13701",2025-12-23,2026-01-29,38,"7.7.2"
"C13707",2025-04-18,2025-05-05,18,"7.7.2"
"C13707",2025-09-10,2025-12-29,111,"7.7.2"
"C13713",2025-06-18,2026-01-02,199,"7.7.2"
"C13716",2025-12-23,2026-02-02,42,"7.7.2"
"C13728",2025-07-19,2025-08-15,28,"7.7.2"
"C13731",2025-01-29,2025-07-23,176,"7.7.2"
"C13749",2024-02-19,2024-04-21,63,"7.7.2"
"C13752",2025-09-19,2026-01-28,132,"7.7.2"
"C13782",2023-05-29,2023-07-23,56,"7.7.2"
"C13782",2024-02-22,2025-01-17,331,"7.7.2"
"C13791",2023-03-30,2023-12-22,268,"7.7.2"
"C13797",2022-04-30,2023-06-09,406,"7.7.2"
"C13809",2024-07-30,2024-08-11,13,"7.7.2"
"C13821",2023-09-18,2023-11-03,47,"7.7.2"
"C13824",2025-06-20,2025-09-25,98,"7.7.2"
"C13839",2025-07-06,2025-12-10,158,"7.7.2"
"C13842",2025-07-06,2025-12-10,158,"7.7.2"
"C13845",2024-01-23,2024-02-27,36,"7.7.2"
"C13848",2026-03-07,2026-03-20,14,"7.7.2"
"C13851",2024-07-16,2024-07-30,15,"7.7.2"
"C13854",2025-10-23,2025-11-12,21,"7.7.2"
"C13857",2024-01-05,2024-01-09,5,"7.7.2"
"C13857",2025-02-10,,,"7.7.2"
"C13863",2024-01-16,2024-04-13,89,"7.7.2"
"C13869",2025-01-31,2025-04-27,87,"7.7.2"
"C13878",2023-12-30,2024-01-12,14,"7.7.2"
"C13881",2025-12-26,2026-01-31,37,"7.7.2"
"C13884",2024-06-19,2025-07-04,381,"7.7.2"
"C13887",2024-07-06,2024-11-17,135,"7.7.2"
"C13890",2024-03-31,2024-05-24,55,"7.7.2"
"C13893",2025-03-10,2025-04-28,50,"7.7.2"
"C13899",2024-03-14,2024-03-20,7,"7.7.2"
"C13899",2025-06-06,2025-07-06,31,"7.7.2"
"C13905",2022-11-15,2025-11-13,1095,"7.7.2"
"C13911",2023-12-11,2024-01-10,31,"7.7.2"
"C13920",2022-11-28,2025-09-19,1027,"7.7.2"
"C13929",2024-10-05,2025-06-03,242,"7.7.2"
"C13932",2023-01-02,2024-10-19,657,"7.7.2"
"C13935",2023-08-05,2023-12-08,126,"7.7.2"
"C13938",2025-04-27,2025-06-19,54,"7.7.2"
"C13941",2023-09-09,2024-01-07,121,"7.7.2"
"C13944",2025-12-04,2025-12-24,21,"7.7.2"
"C13947",2023-11-29,2024-01-14,47,"7.7.2"
"C13950",2023-11-29,2023-12-25,27,"7.7.2"
"C13950",2024-01-02,2024-01-14,13,"7.7.2"
"C13959",2023-04-04,2023-06-25,83,"7.7.2"
"C13965",2021-12-05,2023-06-30,573,"7.7.2"
"C13968",2023-05-04,2024-02-09,282,"7.7.2"
"C13977",2025-04-27,2025-05-13,17,"7.7.2"
"C13980",2023-09-04,2023-12-20,108,"7.7.2"
"C13983",2023-04-06,2023-10-23,201,"7.7.2"
"C13986",2023-07-07,2025-04-26,660,"7.7.2"
"C13986",2025-05-09,2025-12-21,227,"7.7.2"
"C13992",2023-08-31,2023-10-16,47,"7.7.2"
"C13995",2025-08-11,2025-08-26,16,"7.7.2"
"C14007",2023-06-04,2023-11-14,164,"7.7.2"
"C14010",2024-03-05,2024-04-02,29,"7.7.2"
"C14013",2023-08-06,2023-09-05,31,"7.7.2"
"C14013",2025-03-06,2025-03-08,3,"7.7.2"
"C14016",2024-06-14,2024-08-18,66,"7.7.2"
"C14022",2023-08-08,2023-10-19,73,"7.7.2"
"C14034",2023-04-22,2023-05-10,19,"7.7.2"
"C14034",2023-12-06,,,"7.7.2"
"C14040",2023-12-19,2024-01-08,21,"7.7.2"
"C14046",2026-01-11,2026-02-12,33,"7.7.2"
"C14049",2026-01-11,2026-02-12,33,"7.7.2"
"C14052",2025-10-23,2026-01-20,90,"7.7.2"
"C14055",2024-01-03,2025-02-27,422,"7.7.2"
"C14058",2023-05-08,2023-10-06,152,"7.7.2"
"C14070",2024-06-25,2024-08-23,60,"7.7.2"
"C14073",2023-10-12,2023-11-03,23,"7.7.2"
"C14082",2026-01-13,2026-02-23,42,"7.7.2"
"C14088",2025-12-01,2025-12-18,18,"7.7.2"
"C14091",2025-04-03,2025-04-28,26,"7.7.2"
"C14097",2021-06-03,2024-06-01,1095,"7.7.2"
"C14100",2025-08-01,2025-08-15,15,"7.7.2"
"C14100",2025-11-14,2026-01-02,50,"7.7.2"
"C14103",2023-05-22,2023-10-24,156,"7.7.2"
"C14103",2023-12-18,2024-04-02,107,"7.7.2"
"C14106",2023-07-05,2023-09-03,61,"7.7.2"
"C14109",2023-07-05,2023-12-13,162,"7.7.2"
"C14115",2024-08-18,2024-12-05,110,"7.7.2"
"C14124",2025-11-10,2026-03-16,127,"7.7.2"
"C14130",2021-07-16,2024-02-16,946,"7.7.2"
"C14139",2021-07-15,2024-07-13,1095,"7.7.2"
"C14142",2025-12-20,2026-02-03,46,"7.7.2"
"C14148",2023-08-05,2024-02-15,195,"7.7.2"
"C14160",2024-05-06,2024-06-09,35,"7.7.2"
"C14160",2024-08-10,2024-11-09,92,"7.7.2"
"C14163",2025-11-23,2026-01-07,46,"7.7.2"
"C14166",2024-12-26,2025-06-21,178,"7.7.2"
"C14175",2024-01-20,2024-02-05,17,"7.7.2"
"C14178",2022-11-05,2024-11-16,743,"7.7.2"
"C14187",2024-04-25,2024-05-10,16,"7.7.2"
"C14193",2025-07-07,2025-08-14,39,"7.7.2"
"C14196",2025-07-07,2025-08-14,39,"7.7.2"
"C14217",2023-03-07,2024-02-03,334,"7.7.2"
"C14220",2023-09-23,2023-10-21,29,"7.7.2"
"C14226",2024-02-26,2024-04-14,49,"7.7.2"
"C14229",2025-04-21,2025-05-30,40,"7.7.2"
"C14235",2025-07-26,2025-08-13,19,"7.7.2"
"C14238",2025-10-09,2025-11-16,39,"7.7.2"
"C14244",2025-09-05,2025-09-19,15,"7.7.2"
"C14247",2023-09-04,2025-05-24,629,"7.7.2"
"C14256",2025-09-12,2025-09-14,3,"7.7.2"
"C14268",2025-10-18,2025-11-02,16,"7.7.2"
"C14271",2025-06-10,2025-08-14,66,"7.7.2"
"C14274",2025-06-10,2025-08-14,66,"7.7.2"
"C14280",2025-11-30,2025-12-15,16,"7.7.2"
"C14295",2023-10-06,2023-11-17,43,"7.7.2"
"C14295",2025-02-04,2025-04-03,59,"7.7.2"
"C14313",2025-09-01,2025-09-22,22,"7.7.2"
"C14319",2025-03-23,2025-04-04,13,"7.7.2"
"C14328",2025-02-01,2025-04-04,63,"7.7.2"
"C14331",2024-12-06,2025-03-06,91,"7.7.2"
"C14331",2025-03-14,2025-03-20,7,"7.7.2"
"C14334",2025-05-13,2025-09-25,136,"7.7.2"
"C14343",2025-09-12,2025-09-29,18,"7.7.2"
"C14355",2023-12-11,2024-01-21,42,"7.7.2"
"C14358",2023-01-30,2026-01-28,1095,"7.7.2"
"C14361",2023-11-19,2024-01-15,58,"7.7.2"
"C14367",2023-03-01,2026-02-27,1095,"7.7.2"
"C14382",2023-09-05,2023-10-20,46,"7.7.2"
"C14388",2024-04-16,2025-07-23,464,"7.7.2"
"C14391",2020-10-08,2023-06-10,976,"7.7.2"
"C14391",2023-10-07,,,"7.7.2"
"C14397",2023-12-28,2024-01-12,16,"7.7.2"
"C14397",2024-08-24,2025-03-25,214,"7.7.2"
"C14400",2023-08-04,2025-07-24,721,"7.7.2"
"C14403",2023-04-18,2023-09-24,160,"7.7.2"
"C14406",2024-06-25,2024-09-16,84,"7.7.2"
"C14412",2024-01-14,2024-03-02,49,"7.7.2"
"C14427",2022-03-06,2025-03-04,1095,"7.7.2"
"C14430",2024-04-27,2024-05-17,21,"7.7.2"
"C14451",2025-08-18,2026-02-14,181,"7.7.2"
"C14454",2023-11-13,2024-05-16,186,"7.7.2"
"C14469",2023-08-06,2023-09-11,37,"7.7.2"
"C14469",2024-10-02,2024-11-13,43,"7.7.2"
"C14475",2025-10-18,2025-11-25,39,"7.7.2"
"C14478",2023-01-07,2023-03-11,64,"7.7.2"
"C14478",2023-11-11,2024-03-18,129,"7.7.2"
"C14478",2025-04-10,2025-06-01,53,"7.7.2"
"C14493",2025-01-17,2025-02-14,29,"7.7.2"
"C14499",2025-07-28,2025-11-16,112,"7.7.2"
"C14502",2023-11-06,2023-12-04,29,"7.7.2"
"C14508",2023-12-14,2024-02-03,52,"7.7.2"
"C14508",2024-10-25,2025-05-16,204,"7.7.2"
"C14514",2025-07-17,2025-08-06,21,"7.7.2"
"C14517",2024-06-21,2025-04-07,291,"7.7.2"
"C14520",2024-11-25,2025-04-11,138,"7.7.2"
"C14523",2024-07-23,2025-04-07,259,"7.7.2"
"C14535",2024-05-28,2024-06-15,19,"7.7.2"
"C14535",2024-09-05,2024-12-22,109,"7.7.2"
"C14535",2025-03-08,,,"7.7.2"
"C14538",2024-09-10,2024-11-07,59,"7.7.2"
"C14544",2023-10-13,2023-10-26,14,"7.7.2"
"C14547",2024-06-08,2025-11-09,520,"7.7.2"
"C14553",2025-12-19,,,"7.7.2"
"C14580",2021-09-10,2023-12-31,843,"7.7.2"
"C14580",2025-07-16,2025-08-11,27,"7.7.2"
"C14583",2024-08-11,2024-08-25,15,"7.7.2"
"C14583",2025-12-28,2026-02-25,60,"7.7.2"
"C14586",2024-07-29,2024-08-02,5,"7.7.2"
"C14592",2025-03-27,2025-05-02,37,"7.7.2"
"C14598",2025-06-03,2025-06-11,9,"7.7.2"
"C14622",2025-11-24,2026-03-20,117,"7.7.2"
"C14625",2024-11-28,2025-04-16,140,"7.7.2"
"C14628",2024-01-15,2024-02-03,20,"7.7.2"
"C14628",2024-12-08,2025-01-29,53,"7.7.2"
"C14628",2025-11-04,2025-12-24,51,"7.7.2"
"C14631",2021-10-11,2024-10-09,1095,"7.7.2"
"C14643",2024-01-13,2024-02-14,33,"7.7.2"
"C14658",2025-08-08,2025-08-25,18,"7.7.2"
"C14661",2025-10-08,2025-10-25,18,"7.7.2"
"C14664",2024-08-07,2024-09-14,39,"7.7.2"
"C14673",2024-01-03,2024-12-14,347,"7.7.2"
"C14676",2024-03-05,2024-05-01,58,"7.7.2"
"C14679",2024-07-06,2024-08-15,41,"7.7.2"
"C14682",2023-12-28,2024-01-12,16,"7.7.2"
"C14685",2025-09-12,2025-10-09,28,"7.7.2"
"C14691",2024-04-05,2025-07-04,456,"7.7.2"
"C14691",2025-10-09,2025-12-16,69,"7.7.2"
"C14700",2023-07-14,2023-09-09,58,"7.7.2"
"C14700",2025-05-16,2025-06-05,21,"7.7.2"
"C14715",2025-03-25,2025-04-18,25,"7.7.2"
"C14715",2025-09-26,2025-10-15,20,"7.7.2"
"C14718",2025-03-25,2025-04-18,25,"7.7.2"
"C14718",2025-09-26,2025-10-15,20,"7.7.2"
"C14733",2021-09-05,2024-12-20,1203,"7.7.2"
"C14733",2025-06-10,2025-12-26,200,"7.7.2"
"C14739",2023-09-18,2023-10-16,29,"7.7.2"
"C14745",2025-10-16,2025-12-11,57,"7.7.2"
"C14754",2024-01-23,2024-02-16,25,"7.7.2"
"C14760",2023-12-21,2024-04-24,126,"7.7.2"
"C14763",2025-03-29,2025-04-16,19,"7.7.2"
"C14769",2026-01-24,2026-02-12,20,"7.7.2"
"C14772",2024-07-03,2025-01-16,198,"7.7.2"
"C14781",2022-10-22,2023-11-26,401,"7.7.2"
"C14817",2024-08-09,2024-11-03,87,"7.7.2"
"C14820",2021-03-06,2024-03-04,1095,"7.7.2"
"C14823",2023-10-18,2023-11-28,42,"7.7.2"
"C14826",2025-06-04,2025-08-22,80,"7.7.2"
"C14847",2023-10-23,2024-01-10,80,"7.7.2"
"C14850",2023-03-06,2025-07-20,868,"7.7.2"
"C14853",2025-03-09,2025-11-21,258,"7.7.2"
"C14856",2024-09-29,2025-01-23,117,"7.7.2"
"C14856",2025-03-14,2025-07-04,113,"7.7.2"
"C14856",2025-12-26,2026-02-10,47,"7.7.2"
"C14874",2022-07-14,2024-03-17,613,"7.7.2"
"C14880",2021-11-22,2024-11-20,1095,"7.7.2"
"C14886",2025-12-07,2026-02-11,67,"7.7.2"
"C14892",2023-11-24,2023-12-14,21,"7.7.2"
"C14901",2021-06-01,2023-11-03,886,"7.7.2"
"C14904",2020-11-24,2023-11-03,1075,"7.7.2"
"C14907",2021-01-12,2024-01-10,1094,"7.7.2"
"C14913",2023-05-13,2025-01-28,627,"7.7.2"
"C14919",2023-08-04,2023-12-04,123,"7.7.2"
"C14946",2023-04-17,2023-08-25,131,"7.7.2"
"C14946",2024-09-17,2025-05-15,241,"7.7.2"
"C14949",2020-12-07,2023-09-14,1012,"7.7.2"
"C14949",2025-11-14,2026-02-05,84,"7.7.2"
"C14955",2023-11-15,2023-12-02,18,"7.7.2"
"C14958",2023-11-19,2023-12-18,30,"7.7.2"
"C14958",2025-10-08,2025-11-23,47,"7.7.2"
"C14958",2026-02-28,2026-03-13,14,"7.7.2"
"C14964",2024-03-17,2025-12-08,632,"7.7.2"
"C14970",2025-09-19,2025-10-07,19,"7.7.2"
"C14976",2025-01-31,2025-02-12,13,"7.7.2"
"C14988",2022-12-27,2024-01-19,389,"7.7.2"
"C14991",2023-10-18,2023-11-23,37,"7.7.2"
"C14991",2024-07-18,2024-10-22,97,"7.7.2"
"C15003",2024-01-16,2024-03-27,72,"7.7.2"
"C15012",2025-02-17,2025-08-06,171,"7.7.2"
"C15015",2024-11-29,2024-12-18,20,"7.7.2"
"C15015",2024-12-27,2025-01-12,17,"7.7.2"
"C15015",2025-10-05,2025-11-02,29,"7.7.2"
"C15018",2020-12-15,2023-12-13,1094,"7.7.2"
"C15027",2025-04-04,2025-06-28,86,"7.7.2"
"C15027",2025-12-30,2025-12-31,2,"7.7.2"
"C15033",2024-12-28,2025-01-09,13,"7.7.2"
"C15036",2023-10-25,,,"7.7.2"
"C15039",2023-08-17,2023-10-15,60,"7.7.2"
"C15039",2024-04-28,2024-06-15,49,"7.7.2"
"C15045",2024-01-17,2026-02-20,766,"7.7.2"
"C15048",2025-09-04,2026-01-15,134,"7.7.2"
"C15051",2025-05-04,2025-10-20,170,"7.7.2"
"C15054",2023-10-02,2024-03-25,176,"7.7.2"
"C15057",2023-11-04,2024-01-24,82,"7.7.2"
"C15063",2025-09-26,2026-02-10,138,"7.7.2"
"C15066",2022-12-24,2025-12-22,1095,"7.7.2"
"C15078",2023-06-08,2023-07-04,27,"7.7.2"
"C15099",2024-02-22,2024-04-04,43,"7.7.2"
"C15099",2025-01-07,2025-01-29,23,"7.7.2"
"C15102",2025-11-13,2025-11-28,16,"7.7.2"
"C15114",2023-04-18,2023-07-13,87,"7.7.2"
"C15126",2025-07-05,2025-08-05,32,"7.7.2"
"C15129",2024-10-25,2024-12-21,58,"7.7.2"
"C15129",2025-03-22,2025-05-26,66,"7.7.2"
"C15132",2024-01-05,2024-02-18,45,"7.7.2"
"C15135",2021-01-31,2024-11-26,1396,"7.7.2"
"C15141",2023-11-29,2024-01-21,54,"7.7.2"
"C15144",2026-01-06,2026-01-30,25,"7.7.2"
"C15147",2022-09-21,2023-08-19,333,"7.7.2"
"C15147",2025-06-02,2025-09-19,110,"7.7.2"
"C15150",2022-12-20,2024-03-06,443,"7.7.2"
"C15153",2025-03-17,2025-04-03,18,"7.7.2"
"C15156",2023-07-07,2023-12-10,157,"7.7.2"
"C15159",2024-09-01,2025-04-06,218,"7.7.2"
"C15159",2025-05-02,2025-10-15,167,"7.7.2"
"C15165",2022-12-05,2024-12-05,732,"7.7.2"
"C15171",2023-05-22,2023-10-24,156,"7.7.2"
"C15174",2023-06-02,2023-06-22,21,"7.7.2"
"C15177",2023-06-14,2024-08-07,421,"7.7.2"
"C15177",2025-07-19,2025-09-09,53,"7.7.2"
"C15177",2025-11-29,2026-01-14,47,"7.7.2"
"C15180",2023-09-01,2023-11-09,70,"7.7.2"
"C15192",2025-11-30,2026-02-12,75,"7.7.2"
"C15195",2022-11-12,2023-04-19,159,"7.7.2"
"C15195",2025-05-27,2025-08-03,69,"7.7.2"
"C15198",2024-10-24,2025-01-20,89,"7.7.2"
"C15204",2023-06-09,2023-07-26,48,"7.7.2"
"C15204",2025-05-04,2026-02-10,283,"7.7.2"
"C15207",2023-10-21,2024-01-01,73,"7.7.2"
"C15210",2023-02-19,2023-05-24,95,"7.7.2"
"C15210",2025-06-04,2025-09-19,108,"7.7.2"
"C15213",2024-03-11,2024-04-25,46,"7.7.2"
"C15213",2025-05-13,2025-07-07,56,"7.7.2"
"C15219",2023-10-02,2023-11-20,50,"7.7.2"
"C15222",2023-02-05,2026-02-03,1095,"7.7.2"
"C15225",2024-08-11,2025-01-16,159,"7.7.2"
"C15231",2024-04-29,2024-05-14,16,"7.7.2"
"C15240",2023-10-06,2023-10-18,13,"7.7.2"
"C15243",2021-12-30,2024-09-07,983,"7.7.2"
"C15243",2024-12-29,2026-03-01,428,"7.7.2"
"C15258",2023-11-18,2024-03-25,129,"7.7.2"
"C15261",2023-09-18,2023-10-23,36,"7.7.2"
"C15264",2023-09-03,2024-01-23,143,"7.7.2"
"C15267",2024-04-08,2024-06-04,58,"7.7.2"
"C15267",2026-02-10,2026-03-19,38,"7.7.2"
"C15276",2024-08-17,2024-09-07,22,"7.7.2"
"C15279",2024-03-20,2024-04-27,39,"7.7.2"
"C15282",2024-04-15,2024-04-27,13,"7.7.2"
"C15288",2023-10-12,2023-10-24,13,"7.7.2"
"C15291",2024-09-28,2025-04-15,200,"7.7.2"
"C15297",2023-07-30,2023-11-10,104,"7.7.2"
"C15300",2023-07-30,2023-11-10,104,"7.7.2"
"C15303",2024-10-05,2025-03-10,157,"7.7.2"
"C15306",2025-07-05,2026-01-16,196,"7.7.2"
"C15312",2024-08-05,2025-09-14,406,"7.7.2"
"C15315",2023-10-23,,,"7.7.2"
"C15321",2025-08-26,2026-01-13,141,"7.7.2"
"C15327",2025-04-14,2025-05-18,35,"7.7.2"
"C15333",2024-09-11,2024-09-27,17,"7.7.2"
"C15336",2021-12-07,2025-01-09,1130,"7.7.2"
"C15342",2024-01-09,2024-01-22,14,"7.7.2"
"C15354",2025-05-05,2025-11-18,198,"7.7.2"
"C15357",2025-08-08,2025-08-29,22,"7.7.2"
"C15360",2025-10-16,2025-11-16,32,"7.7.2"
"C15366",2024-09-18,2025-10-06,384,"7.7.2"
"C15369",2023-06-04,2024-04-15,317,"7.7.2"
"C15372",2022-12-06,2025-01-04,761,"7.7.2"
"C15384",2023-11-23,2024-01-18,57,"7.7.2"
"C15384",2025-10-13,2025-11-12,31,"7.7.2"
"C15399",2025-08-18,2025-09-15,29,"7.7.2"
"C15402",2023-09-22,2023-10-18,27,"7.7.2"
"C15408",2024-10-05,2025-02-07,126,"7.7.2"
"C15420",2024-02-26,2024-05-10,75,"7.7.2"
"C15423",2025-08-18,2026-01-26,162,"7.7.2"
"C15426",2025-06-04,2025-08-18,76,"7.7.2"
"C15435",2024-05-06,2024-06-26,52,"7.7.2"
"C15438",2025-01-07,2025-02-02,27,"7.7.2"
"C15450",2025-03-23,2025-07-25,125,"7.7.2"
"C15453",2023-08-14,2023-10-12,60,"7.7.2"
"C15459",2024-04-08,2024-06-04,58,"7.7.2"
"C15459",2025-12-21,2026-01-12,23,"7.7.2"
"C15465",2023-11-23,2023-12-18,26,"7.7.2"
"C15465",2025-06-23,2025-08-13,52,"7.7.2"
"C15465",2025-11-22,2025-12-23,32,"7.7.2"
"C15468",2024-06-09,2024-07-17,39,"7.7.2"
"C15474",2024-03-25,2025-03-04,345,"7.7.2"
"C15480",2025-06-06,2025-06-21,16,"7.7.2"
"C15483",2022-11-01,2025-10-30,1095,"7.7.2"
"C15486",2023-11-28,2023-12-11,14,"7.7.2"
"C15486",2024-11-19,2025-01-08,51,"7.7.2"
"C15492",2024-02-11,2024-03-05,24,"7.7.2"
"C15492",2024-12-06,2024-12-19,14,"7.7.2"
"C15498",2025-04-03,2025-04-25,23,"7.7.2"
"C15501",2025-05-01,2026-03-25,329,"7.7.2"
"C15513",2024-10-03,2025-01-07,97,"7.7.2"
"C15516",2026-01-19,2026-03-03,44,"7.7.2"
"C15519",2025-06-18,2026-01-21,218,"7.7.2"
"C15525",2023-12-13,2024-03-21,100,"7.7.2"
"C15531",2025-12-06,2026-01-14,40,"7.7.2"
"C15537",2024-11-19,2025-04-29,162,"7.7.2"
"C15561",2025-01-12,2025-05-24,133,"7.7.2"
"C15570",2023-10-20,2023-12-03,45,"7.7.2"
"C15576",2025-03-15,2025-05-26,73,"7.7.2"
"C15582",2023-07-29,2024-11-27,488,"7.7.2"
"C15588",2025-01-21,2025-10-02,255,"7.7.2"
"C15594",2021-12-15,2024-12-14,1096,"7.7.2"
"C15600",2025-12-07,2026-02-24,80,"7.7.2"
"C15606",2026-01-04,2026-01-20,17,"7.7.2"
"C15615",2025-03-20,2025-05-16,58,"7.7.2"
"C15618",2024-01-13,2024-01-26,14,"7.7.2"
"C15621",2024-04-23,2024-07-05,74,"7.7.2"
"C15621",2025-02-14,2025-06-08,115,"7.7.2"
"C15627",2023-10-07,2023-12-19,74,"7.7.2"
"C15630",2026-02-02,2026-03-14,41,"7.7.2"
"C15633",2023-11-24,2023-12-14,21,"7.7.2"
"C15636",2023-12-17,2024-04-07,113,"7.7.2"
"C15648",2023-12-16,2024-01-10,26,"7.7.2"
"C15654",2024-09-27,2024-11-23,58,"7.7.2"
"C15657",2025-01-14,2025-01-26,13,"7.7.2"
"C15669",2024-06-17,2024-09-19,95,"7.7.2"
"C15669",2025-05-15,,,"7.7.2"
"C15672",2025-04-17,2025-04-30,14,"7.7.2"
"C15681",2024-08-25,2024-11-03,71,"7.7.2"
"C15687",2023-06-18,2024-02-23,251,"7.7.2"
"C15690",2022-03-19,2023-08-17,517,"7.7.2"
"C15690",2024-05-11,2024-07-14,65,"7.7.2"
"C15693",2023-11-10,2023-12-18,39,"7.7.2"
"C15711",2024-04-03,2024-09-05,156,"7.7.2"
"C15717",2024-08-23,2024-12-04,104,"7.7.2"
"C15717",2025-02-03,2025-11-03,274,"7.7.2"
"C15726",2025-03-11,2025-05-09,60,"7.7.2"
"C15729",2025-09-11,2025-10-27,47,"7.7.2"
"C15729",2026-03-09,2026-03-22,14,"7.7.2"
"C15750",2025-09-14,2025-11-05,53,"7.7.2"
"C15762",2023-02-25,2023-05-13,78,"7.7.2"
"C15762",2025-04-04,2025-07-03,91,"7.7.2"
"C15774",2025-07-05,2025-08-21,48,"7.7.2"
"C15783",2025-09-04,2025-10-27,54,"7.7.2"
